brand_name	conceptid	drug_name
"isonarif"	"387472004"	"isoniazid (substance)"
"rifater"	"387472004"	"isoniazid (substance)"
"nydrazid"	"387472004"	"isoniazid (substance)"
"topicort"	"387473009"	"desoximetasone (substance)"
"matulane"	"387474003"	"procarbazine (substance)"
"disal"	"387475002"	"furosemide (substance)"
"salix - substance"	"387475002"	"furosemide (substance)"
"furoquid"	"387475002"	"furosemide (substance)"
"lasix"	"387475002"	"furosemide (substance)"
"lo-aqua"	"387475002"	"furosemide (substance)"
"diaqua-2"	"387475002"	"furosemide (substance)"
"hexa-caine"	"387480006"	"lidocaine (substance)"
"neuromed"	"387480006"	"lidocaine (substance)"
"lenzapatch"	"387480006"	"lidocaine (substance)"
"lidostat"	"387480006"	"lidocaine (substance)"
"anestacon"	"387480006"	"lidocaine (substance)"
"l-caine"	"387480006"	"lidocaine (substance)"
"lidoject"	"387480006"	"lidocaine (substance)"
"lidopatch"	"387480006"	"lidocaine (substance)"
"dermacool"	"387480006"	"lidocaine (substance)"
"pro pet skin relief"	"387480006"	"lidocaine (substance)"
"derma numb"	"387480006"	"lidocaine (substance)"
"zingo"	"387480006"	"lidocaine (substance)"
"truxacaine"	"387480006"	"lidocaine (substance)"
"nervocaine"	"387480006"	"lidocaine (substance)"
"oraqix"	"387480006"	"lidocaine (substance)"
"regenecare"	"387480006"	"lidocaine (substance)"
"lidopro patch"	"387480006"	"lidocaine (substance)"
"dermaflex"	"387480006"	"lidocaine (substance)"
"unguentine plus"	"387480006"	"lidocaine (substance)"
"d-caine"	"387480006"	"lidocaine (substance)"
"dr. numb"	"387480006"	"lidocaine (substance)"
"zilactin-l"	"387480006"	"lidocaine (substance)"
"lidum"	"387480006"	"lidocaine (substance)"
"lidamantle"	"387480006"	"lidocaine (substance)"
"anestacaine"	"387480006"	"lidocaine (substance)"
"lta"	"387480006"	"lidocaine (substance)"
"soulus"	"387480006"	"lidocaine (substance)"
"cutiecaine"	"387480006"	"lidocaine (substance)"
"zcaine"	"387480006"	"lidocaine (substance)"
"lmx"	"387480006"	"lidocaine (substance)"
"glydo"	"387480006"	"lidocaine (substance)"
"anecream"	"387480006"	"lidocaine (substance)"
"lenzagel"	"387480006"	"lidocaine (substance)"
"puroxcin"	"387480006"	"lidocaine (substance)"
"predator"	"387480006"	"lidocaine (substance)"
"recticare"	"387480006"	"lidocaine (substance)"
"solarcaine"	"387480006"	"lidocaine (substance)"
"numb nuts"	"387480006"	"lidocaine (substance)"
"simply numb endure"	"387480006"	"lidocaine (substance)"
"radiaguard"	"387480006"	"lidocaine (substance)"
"laryng-o-jet"	"387480006"	"lidocaine (substance)"
"lidomar"	"387480006"	"lidocaine (substance)"
"vagisil"	"387480006"	"lidocaine (substance)"
"dilocaine"	"387480006"	"lidocaine (substance)"
"hemaway"	"387480006"	"lidocaine (substance)"
"burn jel plus"	"387480006"	"lidocaine (substance)"
"lidoderm"	"387480006"	"lidocaine (substance)"
"xylocaine"	"387480006"	"lidocaine (substance)"
"elenza patch"	"387480006"	"lidocaine (substance)"
"terramycin im"	"387480006"	"lidocaine (substance)"
"senatec"	"387480006"	"lidocaine (substance)"
"sonacaine"	"387480006"	"lidocaine (substance)"
"anestafoam"	"387480006"	"lidocaine (substance)"
"topicaine"	"387480006"	"lidocaine (substance)"
"unburn"	"387480006"	"lidocaine (substance)"
"synera"	"387480006"	"lidocaine (substance)"
"ela-max"	"387480006"	"lidocaine (substance)"
"emla"	"387480006"	"lidocaine (substance)"
"lidocream"	"387480006"	"lidocaine (substance)"
"xolido"	"387480006"	"lidocaine (substance)"
"xylocard"	"387480006"	"lidocaine (substance)"
"pliaglis"	"387480006"	"lidocaine (substance)"
"lidopen"	"387480006"	"lidocaine (substance)"
"akten"	"387480006"	"lidocaine (substance)"
"relador"	"387480006"	"lidocaine (substance)"
"comfortcaine"	"387480006"	"lidocaine (substance)"
"corgard"	"387482003"	"nadolol (substance)"
"carbacot"	"387486000"	"methocarbamol (substance)"
"robaxin"	"387486000"	"methocarbamol (substance)"
"skelex"	"387486000"	"methocarbamol (substance)"
"biaxin"	"387487009"	"clarithromycin (substance)"
"choledyl sa"	"387489007"	"oxtriphylline (substance)"
"choledyl"	"387489007"	"oxtriphylline (substance)"
"nifediac"	"387490003"	"nifedipine (substance)"
"adalat"	"387490003"	"nifedipine (substance)"
"nifedical"	"387490003"	"nifedipine (substance)"
"procardia"	"387490003"	"nifedipine (substance)"
"afeditab cr"	"387490003"	"nifedipine (substance)"
"bonine for kids"	"387491004"	"cyclizine (substance)"
"marezine"	"387491004"	"cyclizine (substance)"
"cyclivert"	"387491004"	"cyclizine (substance)"
"minizide"	"387492006"	"polythiazide (substance)"
"renese-r"	"387492006"	"polythiazide (substance)"
"renese"	"387492006"	"polythiazide (substance)"
"codafed"	"387494007"	"codeine (substance)"
"nucodine expectorant"	"387494007"	"codeine (substance)"
"ambifed-g cd"	"387494007"	"codeine (substance)"
"endal cd"	"387494007"	"codeine (substance)"
"efasin expectorant sf"	"387494007"	"codeine (substance)"
"cycofed"	"387494007"	"codeine (substance)"
"novahistine expectorant"	"387494007"	"codeine (substance)"
"notuss pe"	"387494007"	"codeine (substance)"
"maxiphen cd"	"387494007"	"codeine (substance)"
"phenylhistine expectorant"	"387494007"	"codeine (substance)"
"m-clear wc"	"387494007"	"codeine (substance)"
"allfen cdx"	"387494007"	"codeine (substance)"
"guaifen ac"	"387494007"	"codeine (substance)"
"vanacof"	"387494007"	"codeine (substance)"
"z-tuss e"	"387494007"	"codeine (substance)"
"polyhist nc"	"387494007"	"codeine (substance)"
"m-end max d"	"387494007"	"codeine (substance)"
"ryna-cx"	"387494007"	"codeine (substance)"
"codar gf"	"387494007"	"codeine (substance)"
"pseudodine c"	"387494007"	"codeine (substance)"
"phenergan with codeine"	"387494007"	"codeine (substance)"
"zodryl dec"	"387494007"	"codeine (substance)"
"cheracol with codeine"	"387494007"	"codeine (substance)"
"triafed & codeine"	"387494007"	"codeine (substance)"
"diabetic tus with codeine"	"387494007"	"codeine (substance)"
"robichem ac"	"387494007"	"codeine (substance)"
"gua pc"	"387494007"	"codeine (substance)"
"robitussin-ac"	"387494007"	"codeine (substance)"
"mytussin dac"	"387494007"	"codeine (substance)"
"ninjacof xg"	"387494007"	"codeine (substance)"
"chemdal expectorant"	"387494007"	"codeine (substance)"
"calcidrine"	"387494007"	"codeine (substance)"
"kg-fed"	"387494007"	"codeine (substance)"
"sudatuss 2 df"	"387494007"	"codeine (substance)"
"relcof c"	"387494007"	"codeine (substance)"
"statuss"	"387494007"	"codeine (substance)"
"execlear-c"	"387494007"	"codeine (substance)"
"diabetic tussin c"	"387494007"	"codeine (substance)"
"ambenyl"	"387494007"	"codeine (substance)"
"actifed with codeine"	"387494007"	"codeine (substance)"
"maxifed-g cd"	"387494007"	"codeine (substance)"
"halotussin dac"	"387494007"	"codeine (substance)"
"nucochem"	"387494007"	"codeine (substance)"
"halotussin ac"	"387494007"	"codeine (substance)"
"medent c"	"387494007"	"codeine (substance)"
"nucofed expectorant"	"387494007"	"codeine (substance)"
"nucofed"	"387494007"	"codeine (substance)"
"allfen cd"	"387494007"	"codeine (substance)"
"guaifen dac"	"387494007"	"codeine (substance)"
"allerfrin with codeine"	"387494007"	"codeine (substance)"
"biotussin"	"387494007"	"codeine (substance)"
"guiatuss ac"	"387494007"	"codeine (substance)"
"maxiphen cdx"	"387494007"	"codeine (substance)"
"tusso-c"	"387494007"	"codeine (substance)"
"phenergan vc with codeine"	"387494007"	"codeine (substance)"
"brontex"	"387494007"	"codeine (substance)"
"lortuss ex"	"387494007"	"codeine (substance)"
"enditussin expectorant"	"387494007"	"codeine (substance)"
"mytussin ac"	"387494007"	"codeine (substance)"
"novadyne expectorant"	"387494007"	"codeine (substance)"
"trifed c"	"387494007"	"codeine (substance)"
"robafen ac"	"387494007"	"codeine (substance)"
"cycofed expectorant"	"387494007"	"codeine (substance)"
"nucodine"	"387494007"	"codeine (substance)"
"tusnel c"	"387494007"	"codeine (substance)"
"zotex-c"	"387494007"	"codeine (substance)"
"triaminic expectorant with codeine"	"387494007"	"codeine (substance)"
"guaiatussin dac"	"387494007"	"codeine (substance)"
"glydeine"	"387494007"	"codeine (substance)"
"ala-hist ac"	"387494007"	"codeine (substance)"
"bron-tuss"	"387494007"	"codeine (substance)"
"notuss-dc"	"387494007"	"codeine (substance)"
"duraganidin nr"	"387494007"	"codeine (substance)"
"codar d"	"387494007"	"codeine (substance)"
"triacin c"	"387494007"	"codeine (substance)"
"ambifed cd"	"387494007"	"codeine (substance)"
"guai-co"	"387494007"	"codeine (substance)"
"m-phen"	"387494007"	"codeine (substance)"
"maxifed cd"	"387494007"	"codeine (substance)"
"cheratussin dac"	"387494007"	"codeine (substance)"
"romilar ac"	"387494007"	"codeine (substance)"
"mar-cof cg"	"387494007"	"codeine (substance)"
"dihistine"	"387494007"	"codeine (substance)"
"codafen"	"387494007"	"codeine (substance)"
"cheratussin"	"387494007"	"codeine (substance)"
"robitussin-dac"	"387494007"	"codeine (substance)"
"codimal ph"	"387494007"	"codeine (substance)"
"dicomal-ph"	"387494007"	"codeine (substance)"
"suttar"	"387494007"	"codeine (substance)"
"guiatuss dac"	"387494007"	"codeine (substance)"
"guaifenesin dac liquid"	"387494007"	"codeine (substance)"
"airacof"	"387494007"	"codeine (substance)"
"kg-fed expectorant"	"387494007"	"codeine (substance)"
"endal expectorant"	"387494007"	"codeine (substance)"
"sudatuss sf"	"387494007"	"codeine (substance)"
"demser"	"387495008"	"metyrosine (substance)"
"bumex"	"387498005"	"bumetanide (substance)"
"desoxyn"	"387499002"	"methamphetamine (substance)"
"delzicol"	"387501005"	"mesalamine (substance)"
"fiv-asa"	"387501005"	"mesalamine (substance)"
"rowasa"	"387501005"	"mesalamine (substance)"
"apriso"	"387501005"	"mesalamine (substance)"
"asacol"	"387501005"	"mesalamine (substance)"
"lialda"	"387501005"	"mesalamine (substance)"
"pentasa"	"387501005"	"mesalamine (substance)"
"canasa"	"387501005"	"mesalamine (substance)"
"nymalize"	"387502003"	"nimodipine (substance)"
"nimotop"	"387502003"	"nimodipine (substance)"
"midamor"	"387503008"	"amiloride (substance)"
"moduretic 5-50"	"387503008"	"amiloride (substance)"
"lariam"	"387505001"	"mefloquine (substance)"
"tenormin"	"387506000"	"atenolol (substance)"
"senormin"	"387506000"	"atenolol (substance)"
"tenoretic"	"387506000"	"atenolol (substance)"
"thioplex"	"387508004"	"thiotepa (substance)"
"tepadina"	"387508004"	"thiotepa (substance)"
"levoprome"	"387509007"	"methotrimeprazine (substance)"
"tarabine pfs"	"387511003"	"cytarabine (substance)"
"cytosar-u"	"387511003"	"cytarabine (substance)"
"clinoril"	"387513000"	"sulindac (substance)"
"eurax"	"387515007"	"crotamiton (substance)"
"theraflu cold & sore throat (pseudoephedrine)"	"387517004"	"acetaminophen (substance)"
"uniserts"	"387517004"	"acetaminophen (substance)"
"migrex"	"387517004"	"acetaminophen (substance)"
"lortab"	"387517004"	"acetaminophen (substance)"
"triaminic cough & sore throat"	"387517004"	"acetaminophen (substance)"
"midol pms maximum strength"	"387517004"	"acetaminophen (substance)"
"rx-act sinus congestion & pain"	"387517004"	"acetaminophen (substance)"
"mardol"	"387517004"	"acetaminophen (substance)"
"arcet"	"387517004"	"acetaminophen (substance)"
"adprin b"	"387517004"	"acetaminophen (substance)"
"stagesic"	"387517004"	"acetaminophen (substance)"
"bp poly-650"	"387517004"	"acetaminophen (substance)"
"midol complete"	"387517004"	"acetaminophen (substance)"
"un-aspirin"	"387517004"	"acetaminophen (substance)"
"little fevers"	"387517004"	"acetaminophen (substance)"
"excedrin back & body"	"387517004"	"acetaminophen (substance)"
"halenol"	"387517004"	"acetaminophen (substance)"
"drixoral cough/sore throat"	"387517004"	"acetaminophen (substance)"
"mapap sinus"	"387517004"	"acetaminophen (substance)"
"cephadyn"	"387517004"	"acetaminophen (substance)"
"axocet"	"387517004"	"acetaminophen (substance)"
"pediacare infant fever pain reliever"	"387517004"	"acetaminophen (substance)"
"nodolor"	"387517004"	"acetaminophen (substance)"
"ridenol"	"387517004"	"acetaminophen (substance)"
"cafgesic"	"387517004"	"acetaminophen (substance)"
"prominol"	"387517004"	"acetaminophen (substance)"
"ed flex"	"387517004"	"acetaminophen (substance)"
"dayquil sinex"	"387517004"	"acetaminophen (substance)"
"ez iii"	"387517004"	"acetaminophen (substance)"
"arthriten inflammatory pain"	"387517004"	"acetaminophen (substance)"
"masophen pm"	"387517004"	"acetaminophen (substance)"
"medipain 5"	"387517004"	"acetaminophen (substance)"
"migrapap"	"387517004"	"acetaminophen (substance)"
"triaminic softchews allergy sinus"	"387517004"	"acetaminophen (substance)"
"bromo seltzer"	"387517004"	"acetaminophen (substance)"
"tylenol sinus congestion daytime"	"387517004"	"acetaminophen (substance)"
"genapap"	"387517004"	"acetaminophen (substance)"
"tylenol pm"	"387517004"	"acetaminophen (substance)"
"allerest no drowsiness"	"387517004"	"acetaminophen (substance)"
"frenadol"	"387517004"	"acetaminophen (substance)"
"tylox"	"387517004"	"acetaminophen (substance)"
"orbivan"	"387517004"	"acetaminophen (substance)"
"roxilox"	"387517004"	"acetaminophen (substance)"
"maxiflu cd"	"387517004"	"acetaminophen (substance)"
"tencon"	"387517004"	"acetaminophen (substance)"
"medigesic"	"387517004"	"acetaminophen (substance)"
"dolacet"	"387517004"	"acetaminophen (substance)"
"pediacare cough & sore throat plus apap"	"387517004"	"acetaminophen (substance)"
"tylenol sinus congestion and pain daytime"	"387517004"	"acetaminophen (substance)"
"fortolin"	"387517004"	"acetaminophen (substance)"
"coricidin hbp cold & flu"	"387517004"	"acetaminophen (substance)"
"dilotab"	"387517004"	"acetaminophen (substance)"
"excedrin mild headache"	"387517004"	"acetaminophen (substance)"
"panadol cold & flu non drowsy"	"387517004"	"acetaminophen (substance)"
"triaminic infant drops"	"387517004"	"acetaminophen (substance)"
"rid-a-pain"	"387517004"	"acetaminophen (substance)"
"excedrin tension headache"	"387517004"	"acetaminophen (substance)"
"zydone"	"387517004"	"acetaminophen (substance)"
"excedrin sinus"	"387517004"	"acetaminophen (substance)"
"liquicet"	"387517004"	"acetaminophen (substance)"
"pain-eze"	"387517004"	"acetaminophen (substance)"
"uni-case"	"387517004"	"acetaminophen (substance)"
"norco"	"387517004"	"acetaminophen (substance)"
"duogesic"	"387517004"	"acetaminophen (substance)"
"womens tylenol menstrual relief"	"387517004"	"acetaminophen (substance)"
"dolono infant"	"387517004"	"acetaminophen (substance)"
"tylenol sinus"	"387517004"	"acetaminophen (substance)"
"panritis forte"	"387517004"	"acetaminophen (substance)"
"darvocet"	"387517004"	"acetaminophen (substance)"
"rapimed pain"	"387517004"	"acetaminophen (substance)"
"tylenol with codeine"	"387517004"	"acetaminophen (substance)"
"feverall"	"387517004"	"acetaminophen (substance)"
"midrin"	"387517004"	"acetaminophen (substance)"
"alpain"	"387517004"	"acetaminophen (substance)"
"excedrin"	"387517004"	"acetaminophen (substance)"
"pamprin multi-symptom"	"387517004"	"acetaminophen (substance)"
"cetafen"	"387517004"	"acetaminophen (substance)"
"phenaphen with codeine"	"387517004"	"acetaminophen (substance)"
"nanomol suspension"	"387517004"	"acetaminophen (substance)"
"backprin"	"387517004"	"acetaminophen (substance)"
"q-gesic"	"387517004"	"acetaminophen (substance)"
"lorcet"	"387517004"	"acetaminophen (substance)"
"sedapap"	"387517004"	"acetaminophen (substance)"
"esgic"	"387517004"	"acetaminophen (substance)"
"pediacare children's plus cough and sore throat"	"387517004"	"acetaminophen (substance)"
"nexafed sinus and pain"	"387517004"	"acetaminophen (substance)"
"xartemis"	"387517004"	"acetaminophen (substance)"
"bancap hc"	"387517004"	"acetaminophen (substance)"
"flextra plus"	"387517004"	"acetaminophen (substance)"
"anacin advanced headache formula"	"387517004"	"acetaminophen (substance)"
"hycomine compound"	"387517004"	"acetaminophen (substance)"
"xs no aspirin pr"	"387517004"	"acetaminophen (substance)"
"excedrin quick tab"	"387517004"	"acetaminophen (substance)"
"paramol"	"387517004"	"acetaminophen (substance)"
"zerlor"	"387517004"	"acetaminophen (substance)"
"triaminic fever & pain"	"387517004"	"acetaminophen (substance)"
"tempra"	"387517004"	"acetaminophen (substance)"
"excedrin sinus headache caplet"	"387517004"	"acetaminophen (substance)"
"ornex"	"387517004"	"acetaminophen (substance)"
"capacet"	"387517004"	"acetaminophen (substance)"
"orbivan cf"	"387517004"	"acetaminophen (substance)"
"s-t febrol"	"387517004"	"acetaminophen (substance)"
"hyco-pap"	"387517004"	"acetaminophen (substance)"
"saleto"	"387517004"	"acetaminophen (substance)"
"tylenol childrens plus cough & sore throat"	"387517004"	"acetaminophen (substance)"
